,SNo,ObservationDate,Province/State,Country,Last Update,Confirmed,Deaths,Recovered
21366,21367,05/04/2020,,Sierra Leone,2020-05-05 02:32:34,178.0,9.0,37.0
21370,21371,05/04/2020,,Somalia,2020-05-05 02:32:34,756.0,35.0,61.0
21371,21372,05/04/2020,,South Africa,2020-05-05 02:32:34,7220.0,138.0,2746.0
21373,21374,05/04/2020,,South Sudan,2020-05-05 02:32:34,46.0,0.0,0.0
21376,21377,05/04/2020,,Sudan,2020-05-05 02:32:34,678.0,41.0,61.0
21383,21384,05/04/2020,,Tanzania,2020-05-05 02:32:34,480.0,16.0,167.0
21386,21387,05/04/2020,,Togo,2020-05-05 02:32:34,126.0,9.0,74.0
21388,21389,05/04/2020,,Tunisia,2020-05-05 02:32:34,1018.0,43.0,406.0
21391,21392,05/04/2020,,Uganda,2020-05-05 02:32:34,97.0,0.0,55.0
21399,21400,05/04/2020,,Western Sahara,2020-05-05 02:32:34,6.0,0.0,5.0
21401,21402,05/04/2020,,Zambia,2020-05-05 02:32:34,137.0,3.0,78.0
21402,21403,05/04/2020,,Zimbabwe,2020-05-05 02:32:34,34.0,4.0,5.0
21545,21546,05/05/2020,,Algeria,2020-05-06 02:32:31,4838.0,470.0,2067.0
21547,21548,05/05/2020,,Angola,2020-05-06 02:32:31,36.0,2.0,11.0
21560,21561,05/05/2020,,Benin,2020-05-06 02:32:31,96.0,2.0,50.0
21564,21565,05/05/2020,,Botswana,2020-05-06 02:32:31,23.0,1.0,8.0
21568,21569,05/05/2020,,Burkina Faso,2020-05-06 02:32:31,688.0,48.0,548.0
21570,21571,05/05/2020,,Burundi,2020-05-06 02:32:31,15.0,1.0,7.0
21573,21574,05/05/2020,,Cameroon,2020-05-06 02:32:31,2104.0,64.0,953.0
21574,21575,05/05/2020,,Central African Republic,2020-05-06 02:32:31,85.0,0.0,10.0
21575,21576,05/05/2020,,Chad,2020-05-06 02:32:31,170.0,17.0,43.0
21578,21579,05/05/2020,,Comoros,2020-05-06 02:32:31,3.0,0.0,0.0
21579,21580,05/05/2020,,Congo (Brazzaville),2020-05-06 02:32:31,236.0,10.0,26.0
21580,21581,05/05/2020,,Congo (Kinshasa),2020-05-06 02:32:31,705.0,34.0,90.0
21588,21589,05/05/2020,,Djibouti,2020-05-06 02:32:31,1120.0,2.0,745.0
21592,21593,05/05/2020,,Egypt,2020-05-06 02:32:31,7201.0,452.0,1730.0
21594,21595,05/05/2020,,Equatorial Guinea,2020-05-06 02:32:31,315.0,3.0,13.0
21595,21596,05/05/2020,,Eritrea,2020-05-06 02:32:31,39.0,0.0,30.0
21597,21598,05/05/2020,,Eswatini,2020-05-06 02:32:31,119.0,1.0,12.0
21598,21599,05/05/2020,,Ethiopia,2020-05-06 02:32:31,145.0,4.0,91.0
21602,21603,05/05/2020,,Gabon,2020-05-06 02:32:31,397.0,6.0,93.0
21603,21604,05/05/2020,,Gambia,2020-05-06 02:32:31,17.0,1.0,9.0
21606,21607,05/05/2020,,Ghana,2020-05-06 02:32:31,2719.0,18.0,294.0
21610,21611,05/05/2020,,Guinea,2020-05-06 02:32:31,1811.0,10.0,498.0
21611,21612,05/05/2020,,Guinea-Bissau,2020-05-06 02:32:31,413.0,1.0,19.0
21625,21626,05/05/2020,,Ivory Coast,2020-05-06 02:32:31,1464.0,18.0,701.0
21630,21631,05/05/2020,,Kenya,2020-05-06 02:32:31,535.0,24.0,182.0
21637,21638,05/05/2020,,Liberia,2020-05-06 02:32:31,170.0,20.0,58.0
21638,21639,05/05/2020,,Libya,2020-05-06 02:32:31,63.0,3.0,23.0
21643,21644,05/05/2020,,Madagascar,2020-05-06 02:32:31,151.0,0.0,101.0
21644,21645,05/05/2020,,Malawi,2020-05-06 02:32:31,41.0,3.0,9.0
21647,21648,05/05/2020,,Mali,2020-05-06 02:32:31,612.0,32.0,228.0
21649,21650,05/05/2020,,Mauritania,2020-05-06 02:32:31,8.0,1.0,6.0
21650,21651,05/05/2020,,Mauritius,2020-05-06 02:32:31,332.0,10.0,319.0
21656,21657,05/05/2020,,Morocco,2020-05-06 02:32:31,5219.0,181.0,1838.0
21657,21658,05/05/2020,,Mozambique,2020-05-06 02:32:31,81.0,0.0,19.0
21658,21659,05/05/2020,,Namibia,2020-05-06 02:32:31,16.0,0.0,8.0
21663,21664,05/05/2020,,Niger,2020-05-06 02:32:31,763.0,38.0,543.0
21664,21665,05/05/2020,,Nigeria,2020-05-06 02:32:31,2950.0,98.0,481.0
21679,21680,05/05/2020,,Rwanda,2020-05-06 02:32:31,261.0,0.0,129.0
21684,21685,05/05/2020,,Sao Tome and Principe,2020-05-06 02:32:31,174.0,3.0,4.0
21686,21687,05/05/2020,,Senegal,2020-05-06 02:32:31,1329.0,11.0,470.0
21688,21689,05/05/2020,,Seychelles,2020-05-06 02:32:31,11.0,0.0,8.0
21689,21690,05/05/2020,,Sierra Leone,2020-05-06 02:32:31,199.0,11.0,43.0
21693,21694,05/05/2020,,Somalia,2020-05-06 02:32:31,835.0,38.0,75.0
21694,21695,05/05/2020,,South Africa,2020-05-06 02:32:31,7572.0,148.0,2746.0
21696,21697,05/05/2020,,South Sudan,2020-05-06 02:32:31,52.0,0.0,0.0
21699,21700,05/05/2020,,Sudan,2020-05-06 02:32:31,778.0,45.0,70.0
21706,21707,05/05/2020,,Tanzania,2020-05-06 02:32:31,480.0,16.0,167.0
21709,21710,05/05/2020,,Togo,2020-05-06 02:32:31,128.0,9.0,74.0
21711,21712,05/05/2020,,Tunisia,2020-05-06 02:32:31,1022.0,43.0,482.0
21714,21715,05/05/2020,,Uganda,2020-05-06 02:32:31,98.0,0.0,55.0
21722,21723,05/05/2020,,Western Sahara,2020-05-06 02:32:31,6.0,0.0,5.0
21724,21725,05/05/2020,,Zambia,2020-05-06 02:32:31,138.0,3.0,92.0
21725,21726,05/05/2020,,Zimbabwe,2020-05-06 02:32:31,34.0,4.0,5.0
21868,21869,05/06/2020,,Algeria,2020-05-07 02:32:28,4997.0,476.0,2197.0
21870,21871,05/06/2020,,Angola,2020-05-07 02:32:28,36.0,2.0,11.0
21883,21884,05/06/2020,,Benin,2020-05-07 02:32:28,96.0,2.0,50.0
21887,21888,05/06/2020,,Botswana,2020-05-07 02:32:28,23.0,1.0,8.0
21891,21892,05/06/2020,,Burkina Faso,2020-05-07 02:32:28,729.0,48.0,555.0
21893,21894,05/06/2020,,Burundi,2020-05-07 02:32:28,15.0,1.0,7.0
21896,21897,05/06/2020,,Cameroon,2020-05-07 02:32:28,2265.0,108.0,1000.0
21897,21898,05/06/2020,,Central African Republic,2020-05-07 02:32:28,94.0,0.0,10.0
21898,21899,05/06/2020,,Chad,2020-05-07 02:32:28,170.0,17.0,43.0
21901,21902,05/06/2020,,Comoros,2020-05-07 02:32:28,8.0,1.0,0.0
21902,21903,05/06/2020,,Congo (Brazzaville),2020-05-07 02:32:28,264.0,10.0,30.0
21903,21904,05/06/2020,,Congo (Kinshasa),2020-05-07 02:32:28,797.0,35.0,92.0
21911,21912,05/06/2020,,Djibouti,2020-05-07 02:32:28,1124.0,3.0,755.0
21915,21916,05/06/2020,,Egypt,2020-05-07 02:32:28,7588.0,469.0,1815.0
21917,21918,05/06/2020,,Equatorial Guinea,2020-05-07 02:32:28,439.0,4.0,13.0
21918,21919,05/06/2020,,Eritrea,2020-05-07 02:32:28,39.0,0.0,30.0
21920,21921,05/06/2020,,Eswatini,2020-05-07 02:32:28,123.0,2.0,12.0
21921,21922,05/06/2020,,Ethiopia,2020-05-07 02:32:28,162.0,4.0,93.0
21925,21926,05/06/2020,,Gabon,2020-05-07 02:32:28,397.0,6.0,93.0
21926,21927,05/06/2020,,Gambia,2020-05-07 02:32:28,17.0,1.0,9.0
21929,21930,05/06/2020,,Ghana,2020-05-07 02:32:28,3091.0,18.0,294.0
21933,21934,05/06/2020,,Guinea,2020-05-07 02:32:28,1856.0,11.0,597.0
21934,21935,05/06/2020,,Guinea-Bissau,2020-05-07 02:32:28,475.0,2.0,24.0
21948,21949,05/06/2020,,Ivory Coast,2020-05-07 02:32:28,1516.0,18.0,721.0
21953,21954,05/06/2020,,Kenya,2020-05-07 02:32:28,582.0,26.0,190.0
21960,21961,05/06/2020,,Liberia,2020-05-07 02:32:28,178.0,20.0,75.0
21961,21962,05/06/2020,,Libya,2020-05-07 02:32:28,64.0,3.0,24.0
21966,21967,05/06/2020,,Madagascar,2020-05-07 02:32:28,158.0,0.0,101.0
21967,21968,05/06/2020,,Malawi,2020-05-07 02:32:28,43.0,3.0,9.0
21970,21971,05/06/2020,,Mali,2020-05-07 02:32:28,631.0,32.0,261.0
21972,21973,05/06/2020,,Mauritania,2020-05-07 02:32:28,8.0,1.0,6.0
21973,21974,05/06/2020,,Mauritius,2020-05-07 02:32:28,332.0,10.0,320.0
21979,21980,05/06/2020,,Morocco,2020-05-07 02:32:28,5408.0,183.0,2017.0
21980,21981,05/06/2020,,Mozambique,2020-05-07 02:32:28,81.0,0.0,21.0
21981,21982,05/06/2020,,Namibia,2020-05-07 02:32:28,16.0,0.0,8.0
21986,21987,05/06/2020,,Niger,2020-05-07 02:32:28,770.0,38.0,561.0
21987,21988,05/06/2020,,Nigeria,2020-05-07 02:32:28,3145.0,103.0,534.0
22002,22003,05/06/2020,,Rwanda,2020-05-07 02:32:28,268.0,0.0,130.0
22007,22008,05/06/2020,,Sao Tome and Principe,2020-05-07 02:32:28,174.0,3.0,4.0
22009,22010,05/06/2020,,Senegal,2020-05-07 02:32:28,1433.0,12.0,493.0
22011,22012,05/06/2020,,Seychelles,2020-05-07 02:32:28,11.0,0.0,8.0
22012,22013,05/06/2020,,Sierra Leone,2020-05-07 02:32:28,225.0,14.0,54.0
22016,22017,05/06/2020,,Somalia,2020-05-07 02:32:28,873.0,39.0,87.0
22017,22018,05/06/2020,,South Africa,2020-05-07 02:32:28,7808.0,153.0,3153.0
22019,22020,05/06/2020,,South Sudan,2020-05-07 02:32:28,58.0,0.0,0.0
22022,22023,05/06/2020,,Sudan,2020-05-07 02:32:28,852.0,49.0,80.0
22029,22030,05/06/2020,,Tanzania,2020-05-07 02:32:28,480.0,16.0,167.0
22032,22033,05/06/2020,,Togo,2020-05-07 02:32:28,128.0,9.0,77.0
22034,22035,05/06/2020,,Tunisia,2020-05-07 02:32:28,1025.0,43.0,591.0
22037,22038,05/06/2020,,Uganda,2020-05-07 02:32:28,100.0,0.0,55.0
22045,22046,05/06/2020,,Western Sahara,2020-05-07 02:32:28,6.0,0.0,5.0
22047,22048,05/06/2020,,Zambia,2020-05-07 02:32:28,146.0,4.0,101.0
22048,22049,05/06/2020,,Zimbabwe,2020-05-07 02:32:28,34.0,4.0,5.0
22191,22192,05/07/2020,,Algeria,2020-05-08 02:32:32,5182.0,483.0,2323.0
22193,22194,05/07/2020,,Angola,2020-05-08 02:32:32,36.0,2.0,11.0
22206,22207,05/07/2020,,Benin,2020-05-08 02:32:32,140.0,2.0,53.0
22210,22211,05/07/2020,,Botswana,2020-05-08 02:32:32,23.0,1.0,9.0
22214,22215,05/07/2020,,Burkina Faso,2020-05-08 02:32:32,736.0,48.0,562.0
22216,22217,05/07/2020,,Burundi,2020-05-08 02:32:32,15.0,1.0,7.0
22219,22220,05/07/2020,,Cameroon,2020-05-08 02:32:32,2267.0,108.0,1002.0
22220,22221,05/07/2020,,Central African Republic,2020-05-08 02:32:32,94.0,0.0,10.0
22221,22222,05/07/2020,,Chad,2020-05-08 02:32:32,253.0,27.0,50.0
22224,22225,05/07/2020,,Comoros,2020-05-08 02:32:32,8.0,1.0,0.0
22225,22226,05/07/2020,,Congo (Brazzaville),2020-05-08 02:32:32,264.0,10.0,30.0
22226,22227,05/07/2020,,Congo (Kinshasa),2020-05-08 02:32:32,863.0,36.0,103.0
22234,22235,05/07/2020,,Djibouti,2020-05-08 02:32:32,1133.0,3.0,799.0
22238,22239,05/07/2020,,Egypt,2020-05-08 02:32:32,7981.0,482.0,1887.0
22240,22241,05/07/2020,,Equatorial Guinea,2020-05-08 02:32:32,439.0,4.0,13.0
22241,22242,05/07/2020,,Eritrea,2020-05-08 02:32:32,39.0,0.0,30.0
22243,22244,05/07/2020,,Eswatini,2020-05-08 02:32:32,153.0,2.0,12.0
22244,22245,05/07/2020,,Ethiopia,2020-05-08 02:32:32,191.0,4.0,93.0
22248,22249,05/07/2020,,Gabon,2020-05-08 02:32:32,504.0,8.0,110.0
22249,22250,05/07/2020,,Gambia,2020-05-08 02:32:32,18.0,1.0,9.0
22252,22253,05/07/2020,,Ghana,2020-05-08 02:32:32,3091.0,18.0,303.0
22256,22257,05/07/2020,,Guinea,2020-05-08 02:32:32,1927.0,11.0,629.0
22257,22258,05/07/2020,,Guinea-Bissau,2020-05-08 02:32:32,564.0,2.0,25.0
22271,22272,05/07/2020,,Ivory Coast,2020-05-08 02:32:32,1571.0,20.0,742.0
22276,22277,05/07/2020,,Kenya,2020-05-08 02:32:32,607.0,29.0,197.0
22283,22284,05/07/2020,,Liberia,2020-05-08 02:32:32,189.0,20.0,79.0
22284,22285,05/07/2020,,Libya,2020-05-08 02:32:32,64.0,3.0,24.0
22289,22290,05/07/2020,,Madagascar,2020-05-08 02:32:32,193.0,0.0,101.0
22290,22291,05/07/2020,,Malawi,2020-05-08 02:32:32,43.0,3.0,14.0
22293,22294,05/07/2020,,Mali,2020-05-08 02:32:32,650.0,32.0,271.0
22295,22296,05/07/2020,,Mauritania,2020-05-08 02:32:32,8.0,1.0,6.0
22296,22297,05/07/2020,,Mauritius,2020-05-08 02:32:32,332.0,10.0,320.0
22302,22303,05/07/2020,,Morocco,2020-05-08 02:32:32,5548.0,183.0,2179.0
22303,22304,05/07/2020,,Mozambique,2020-05-08 02:32:32,81.0,0.0,24.0
22304,22305,05/07/2020,,Namibia,2020-05-08 02:32:32,16.0,0.0,9.0
22309,22310,05/07/2020,,Niger,2020-05-08 02:32:32,781.0,42.0,586.0
22310,22311,05/07/2020,,Nigeria,2020-05-08 02:32:32,3526.0,107.0,601.0
22325,22326,05/07/2020,,Rwanda,2020-05-08 02:32:32,271.0,0.0,133.0
22330,22331,05/07/2020,,Sao Tome and Principe,2020-05-08 02:32:32,187.0,4.0,4.0
22332,22333,05/07/2020,,Senegal,2020-05-08 02:32:32,1492.0,13.0,562.0
22334,22335,05/07/2020,,Seychelles,2020-05-08 02:32:32,11.0,0.0,8.0
22335,22336,05/07/2020,,Sierra Leone,2020-05-08 02:32:32,231.0,16.0,54.0
22339,22340,05/07/2020,,Somalia,2020-05-08 02:32:32,928.0,44.0,106.0
22340,22341,05/07/2020,,South Africa,2020-05-08 02:32:32,8232.0,161.0,3153.0
22342,22343,05/07/2020,,South Sudan,2020-05-08 02:32:32,74.0,0.0,0.0
22345,22346,05/07/2020,,Sudan,2020-05-08 02:32:32,930.0,52.0,92.0
22352,22353,05/07/2020,,Tanzania,2020-05-08 02:32:32,480.0,16.0,167.0
22355,22356,05/07/2020,,Togo,2020-05-08 02:32:32,135.0,9.0,85.0
22357,22358,05/07/2020,,Tunisia,2020-05-08 02:32:32,1026.0,44.0,600.0
22360,22361,05/07/2020,,Uganda,2020-05-08 02:32:32,101.0,0.0,55.0
22368,22369,05/07/2020,,Western Sahara,2020-05-08 02:32:32,6.0,0.0,5.0
22370,22371,05/07/2020,,Zambia,2020-05-08 02:32:32,153.0,4.0,103.0
22371,22372,05/07/2020,,Zimbabwe,2020-05-08 02:32:32,34.0,4.0,5.0
22514,22515,05/08/2020,,Algeria,2020-05-09 02:32:35,5369.0,488.0,2467.0
22516,22517,05/08/2020,,Angola,2020-05-09 02:32:35,43.0,2.0,11.0
22529,22530,05/08/2020,,Benin,2020-05-09 02:32:35,242.0,2.0,62.0
22533,22534,05/08/2020,,Botswana,2020-05-09 02:32:35,23.0,1.0,9.0
22537,22538,05/08/2020,,Burkina Faso,2020-05-09 02:32:35,744.0,48.0,566.0
22539,22540,05/08/2020,,Burundi,2020-05-09 02:32:35,15.0,1.0,7.0
22542,22543,05/08/2020,,Cameroon,2020-05-09 02:32:35,2267.0,108.0,1002.0
22543,22544,05/08/2020,,Central African Republic,2020-05-09 02:32:35,143.0,0.0,10.0
22544,22545,05/08/2020,,Chad,2020-05-09 02:32:35,260.0,28.0,50.0
22547,22548,05/08/2020,,Comoros,2020-05-09 02:32:35,8.0,1.0,0.0
22548,22549,05/08/2020,,Congo (Brazzaville),2020-05-09 02:32:35,274.0,10.0,33.0
22549,22550,05/08/2020,,Congo (Kinshasa),2020-05-09 02:32:35,937.0,39.0,130.0
22557,22558,05/08/2020,,Djibouti,2020-05-09 02:32:35,1135.0,3.0,824.0
22561,22562,05/08/2020,,Egypt,2020-05-09 02:32:35,8476.0,503.0,1945.0
22563,22564,05/08/2020,,Equatorial Guinea,2020-05-09 02:32:35,439.0,4.0,13.0
22564,22565,05/08/2020,,Eritrea,2020-05-09 02:32:35,39.0,0.0,37.0
22566,22567,05/08/2020,,Eswatini,2020-05-09 02:32:35,159.0,2.0,12.0
22567,22568,05/08/2020,,Ethiopia,2020-05-09 02:32:35,194.0,4.0,95.0
22571,22572,05/08/2020,,Gabon,2020-05-09 02:32:35,620.0,8.0,110.0
22572,22573,05/08/2020,,Gambia,2020-05-09 02:32:35,20.0,1.0,9.0
22575,22576,05/08/2020,,Ghana,2020-05-09 02:32:35,4012.0,18.0,323.0
22579,22580,05/08/2020,,Guinea,2020-05-09 02:32:35,2009.0,11.0,663.0
22580,22581,05/08/2020,,Guinea-Bissau,2020-05-09 02:32:35,594.0,2.0,25.0
22594,22595,05/08/2020,,Ivory Coast,2020-05-09 02:32:35,1602.0,20.0,754.0
22599,22600,05/08/2020,,Kenya,2020-05-09 02:32:35,621.0,29.0,202.0
22606,22607,05/08/2020,,Liberia,2020-05-09 02:32:35,199.0,20.0,79.0
22607,22608,05/08/2020,,Libya,2020-05-09 02:32:35,64.0,3.0,24.0
22612,22613,05/08/2020,,Madagascar,2020-05-09 02:32:35,193.0,0.0,101.0
22613,22614,05/08/2020,,Malawi,2020-05-09 02:32:35,43.0,3.0,14.0
22616,22617,05/08/2020,,Mali,2020-05-09 02:32:35,668.0,35.0,285.0
22618,22619,05/08/2020,,Mauritania,2020-05-09 02:32:35,8.0,1.0,6.0
22619,22620,05/08/2020,,Mauritius,2020-05-09 02:32:35,332.0,10.0,320.0
22625,22626,05/08/2020,,Morocco,2020-05-09 02:32:35,5711.0,186.0,2324.0
22626,22627,05/08/2020,,Mozambique,2020-05-09 02:32:35,82.0,0.0,27.0
22627,22628,05/08/2020,,Namibia,2020-05-09 02:32:35,16.0,0.0,9.0
22632,22633,05/08/2020,,Niger,2020-05-09 02:32:35,795.0,44.0,600.0
22633,22634,05/08/2020,,Nigeria,2020-05-09 02:32:35,3912.0,117.0,679.0
22648,22649,05/08/2020,,Rwanda,2020-05-09 02:32:35,273.0,0.0,136.0
22653,22654,05/08/2020,,Sao Tome and Principe,2020-05-09 02:32:35,208.0,5.0,4.0
22655,22656,05/08/2020,,Senegal,2020-05-09 02:32:35,1551.0,13.0,611.0
22657,22658,05/08/2020,,Seychelles,2020-05-09 02:32:35,11.0,0.0,8.0
22658,22659,05/08/2020,,Sierra Leone,2020-05-09 02:32:35,257.0,17.0,54.0
22662,22663,05/08/2020,,Somalia,2020-05-09 02:32:35,928.0,44.0,106.0
22663,22664,05/08/2020,,South Africa,2020-05-09 02:32:35,8895.0,178.0,3153.0
22665,22666,05/08/2020,,South Sudan,2020-05-09 02:32:35,120.0,0.0,2.0
22668,22669,05/08/2020,,Sudan,2020-05-09 02:32:35,1111.0,59.0,102.0
22675,22676,05/08/2020,,Tanzania,2020-05-09 02:32:35,509.0,21.0,183.0
22678,22679,05/08/2020,,Togo,2020-05-09 02:32:35,145.0,10.0,85.0
22680,22681,05/08/2020,,Tunisia,2020-05-09 02:32:35,1030.0,45.0,638.0
22683,22684,05/08/2020,,Uganda,2020-05-09 02:32:35,101.0,0.0,55.0
22691,22692,05/08/2020,,Western Sahara,2020-05-09 02:32:35,6.0,0.0,5.0
22693,22694,05/08/2020,,Zambia,2020-05-09 02:32:35,167.0,4.0,111.0
22694,22695,05/08/2020,,Zimbabwe,2020-05-09 02:32:35,34.0,4.0,9.0
22837,22838,05/09/2020,,Algeria,2020-05-10 02:32:30,5558.0,494.0,2546.0
22839,22840,05/09/2020,,Angola,2020-05-10 02:32:30,43.0,2.0,13.0
22852,22853,05/09/2020,,Benin,2020-05-10 02:32:30,284.0,2.0,62.0
22856,22857,05/09/2020,,Botswana,2020-05-10 02:32:30,23.0,1.0,12.0
22860,22861,05/09/2020,,Burkina Faso,2020-05-10 02:32:30,748.0,48.0,569.0
22862,22863,05/09/2020,,Burundi,2020-05-10 02:32:30,15.0,1.0,7.0
22865,22866,05/09/2020,,Cameroon,2020-05-10 02:32:30,2274.0,108.0,1232.0
22866,22867,05/09/2020,,Central African Republic,2020-05-10 02:32:30,143.0,0.0,10.0
22867,22868,05/09/2020,,Chad,2020-05-10 02:32:30,322.0,31.0,53.0
22870,22871,05/09/2020,,Comoros,2020-05-10 02:32:30,11.0,1.0,0.0
22871,22872,05/09/2020,,Congo (Brazzaville),2020-05-10 02:32:30,274.0,10.0,33.0
22872,22873,05/09/2020,,Congo (Kinshasa),2020-05-10 02:32:30,937.0,39.0,130.0
22880,22881,05/09/2020,,Djibouti,2020-05-10 02:32:30,1189.0,3.0,834.0
22884,22885,05/09/2020,,Egypt,2020-05-10 02:32:30,8964.0,514.0,2002.0
22886,22887,05/09/2020,,Equatorial Guinea,2020-05-10 02:32:30,439.0,4.0,13.0
22887,22888,05/09/2020,,Eritrea,2020-05-10 02:32:30,39.0,0.0,37.0
22889,22890,05/09/2020,,Eswatini,2020-05-10 02:32:30,163.0,2.0,14.0
22890,22891,05/09/2020,,Ethiopia,2020-05-10 02:32:30,210.0,5.0,97.0
22894,22895,05/09/2020,,Gabon,2020-05-10 02:32:30,661.0,8.0,110.0
22895,22896,05/09/2020,,Gambia,2020-05-10 02:32:30,20.0,1.0,9.0
22898,22899,05/09/2020,,Ghana,2020-05-10 02:32:30,4263.0,22.0,378.0
22902,22903,05/09/2020,,Guinea,2020-05-10 02:32:30,2042.0,11.0,698.0
22903,22904,05/09/2020,,Guinea-Bissau,2020-05-10 02:32:30,641.0,3.0,25.0
22917,22918,05/09/2020,,Ivory Coast,2020-05-10 02:32:30,1667.0,21.0,769.0
22922,22923,05/09/2020,,Kenya,2020-05-10 02:32:30,649.0,30.0,207.0
22929,22930,05/09/2020,,Liberia,2020-05-10 02:32:30,199.0,20.0,79.0
22930,22931,05/09/2020,,Libya,2020-05-10 02:32:30,64.0,3.0,24.0
22935,22936,05/09/2020,,Madagascar,2020-05-10 02:32:30,193.0,0.0,101.0
22936,22937,05/09/2020,,Malawi,2020-05-10 02:32:30,56.0,3.0,14.0
22939,22940,05/09/2020,,Mali,2020-05-10 02:32:30,692.0,37.0,298.0
22941,22942,05/09/2020,,Mauritania,2020-05-10 02:32:30,8.0,1.0,6.0
22942,22943,05/09/2020,,Mauritius,2020-05-10 02:32:30,332.0,10.0,320.0
22948,22949,05/09/2020,,Morocco,2020-05-10 02:32:30,5910.0,186.0,2461.0
22949,22950,05/09/2020,,Mozambique,2020-05-10 02:32:30,87.0,0.0,34.0
22950,22951,05/09/2020,,Namibia,2020-05-10 02:32:30,16.0,0.0,10.0
22955,22956,05/09/2020,,Niger,2020-05-10 02:32:30,815.0,45.0,617.0
22956,22957,05/09/2020,,Nigeria,2020-05-10 02:32:30,4151.0,128.0,745.0
22971,22972,05/09/2020,,Rwanda,2020-05-10 02:32:30,280.0,0.0,140.0
22976,22977,05/09/2020,,Sao Tome and Principe,2020-05-10 02:32:30,208.0,5.0,4.0
22978,22979,05/09/2020,,Senegal,2020-05-10 02:32:30,1634.0,17.0,643.0
22980,22981,05/09/2020,,Seychelles,2020-05-10 02:32:30,11.0,0.0,8.0
22981,22982,05/09/2020,,Sierra Leone,2020-05-10 02:32:30,291.0,18.0,58.0
22985,22986,05/09/2020,,Somalia,2020-05-10 02:32:30,997.0,48.0,110.0
22986,22987,05/09/2020,,South Africa,2020-05-10 02:32:30,9420.0,186.0,3983.0
22988,22989,05/09/2020,,South Sudan,2020-05-10 02:32:30,120.0,0.0,2.0
22991,22992,05/09/2020,,Sudan,2020-05-10 02:32:30,1164.0,64.0,119.0
22998,22999,05/09/2020,,Tanzania,2020-05-10 02:32:30,509.0,21.0,183.0
23001,23002,05/09/2020,,Togo,2020-05-10 02:32:30,153.0,10.0,87.0
23003,23004,05/09/2020,,Tunisia,2020-05-10 02:32:30,1032.0,45.0,660.0
23006,23007,05/09/2020,,Uganda,2020-05-10 02:32:30,116.0,0.0,55.0
23014,23015,05/09/2020,,Western Sahara,2020-05-10 02:32:30,6.0,0.0,5.0
23016,23017,05/09/2020,,Zambia,2020-05-10 02:32:30,252.0,7.0,112.0
23017,23018,05/09/2020,,Zimbabwe,2020-05-10 02:32:30,35.0,4.0,9.0
23160,23161,05/10/2020,,Algeria,2020-05-11 02:32:30,5723.0,502.0,2678.0
23162,23163,05/10/2020,,Angola,2020-05-11 02:32:30,45.0,2.0,13.0
23175,23176,05/10/2020,,Benin,2020-05-11 02:32:30,319.0,2.0,62.0
23179,23180,05/10/2020,,Botswana,2020-05-11 02:32:30,23.0,1.0,12.0
23183,23184,05/10/2020,,Burkina Faso,2020-05-11 02:32:30,751.0,49.0,577.0
23185,23186,05/10/2020,,Burundi,2020-05-11 02:32:30,15.0,1.0,7.0
23188,23189,05/10/2020,,Cameroon,2020-05-11 02:32:30,2579.0,114.0,1465.0
23189,23190,05/10/2020,,Central African Republic,2020-05-11 02:32:30,143.0,0.0,10.0
23190,23191,05/10/2020,,Chad,2020-05-11 02:32:30,322.0,31.0,53.0
23193,23194,05/10/2020,,Comoros,2020-05-11 02:32:30,11.0,1.0,0.0
23194,23195,05/10/2020,,Congo (Brazzaville),2020-05-11 02:32:30,274.0,10.0,33.0
23195,23196,05/10/2020,,Congo (Kinshasa),2020-05-11 02:32:30,991.0,41.0,136.0
23203,23204,05/10/2020,,Djibouti,2020-05-11 02:32:30,1210.0,3.0,847.0
23207,23208,05/10/2020,,Egypt,2020-05-11 02:32:30,9400.0,525.0,2075.0
23209,23210,05/10/2020,,Equatorial Guinea,2020-05-11 02:32:30,439.0,4.0,13.0
23210,23211,05/10/2020,,Eritrea,2020-05-11 02:32:30,39.0,0.0,37.0
23212,23213,05/10/2020,,Eswatini,2020-05-11 02:32:30,172.0,2.0,27.0
23213,23214,05/10/2020,,Ethiopia,2020-05-11 02:32:30,239.0,5.0,99.0
23217,23218,05/10/2020,,Gabon,2020-05-11 02:32:30,661.0,8.0,110.0
23218,23219,05/10/2020,,Gambia,2020-05-11 02:32:30,20.0,1.0,9.0
23221,23222,05/10/2020,,Ghana,2020-05-11 02:32:30,4263.0,22.0,378.0
23225,23226,05/10/2020,,Guinea,2020-05-11 02:32:30,2146.0,11.0,714.0
23226,23227,05/10/2020,,Guinea-Bissau,2020-05-11 02:32:30,726.0,3.0,26.0
23240,23241,05/10/2020,,Ivory Coast,2020-05-11 02:32:30,1700.0,21.0,794.0
23245,23246,05/10/2020,,Kenya,2020-05-11 02:32:30,672.0,32.0,239.0
23252,23253,05/10/2020,,Liberia,2020-05-11 02:32:30,199.0,20.0,79.0
23253,23254,05/10/2020,,Libya,2020-05-11 02:32:30,64.0,3.0,24.0
23258,23259,05/10/2020,,Madagascar,2020-05-11 02:32:30,193.0,0.0,101.0
23259,23260,05/10/2020,,Malawi,2020-05-11 02:32:30,56.0,3.0,14.0
23262,23263,05/10/2020,,Mali,2020-05-11 02:32:30,704.0,38.0,351.0
23264,23265,05/10/2020,,Mauritania,2020-05-11 02:32:30,8.0,1.0,6.0
